,Código do Município,Município,Estado,Ano de Referência,Prestadores,ES002 - Quantidade de ligações ativas de esgotos,ES003 - Quantidade de economias ativas de esgotos,ES004 - Extensão da rede de esgotos,ES005 - Volume de esgotos coletado,ES006 - Volume de esgotos tratado,ES007 - Volume de esgotos faturado,ES009 - Quantidade de ligações totais de esgotos,ES026 - População urbana atendida com esgotamento sanitário,FN039 - Despesa com esgoto exportado
5023,"352050,00",Indaiatuba,SP,"2019,00",[35205011] Serviço Autônomo de Água e Esgotos - SAAE | [35205040] SECRETARIA MUNICIPAL DE URBANISMO E MEIO AMBIENTE - SEMURB,83984.0,96124.0,985.89,14642.91,10069.2,17621.22,92550.0,240316.0,0.0
5024,"352060,00",Indiana,SP,"2019,00",[35206011] Prefeitura Municipal de Indiana - PMI | [35206040] Prefeitura Municipal de Indiana - PMI,1897.0,,32.0,170.0,170.0,170.0,1972.0,4178.0,0.0
5025,"352070,00",Indiaporã,SP,"2019,00",[35503000] Companhia de Saneamento Básico do Estado de São Paulo - SABESP | [35207040] Prefeitura Municipal de Indiaporã - PMI,1444.0,1453.0,23.27,246.28,246.28,259.69,1553.0,3034.0,0.0
5026,"352080,00",Inúbia Paulista,SP,"2019,00",[35503000] Companhia de Saneamento Básico do Estado de São Paulo - SABESP | [35208040] Prefeitura Municipal de Inubia Paulista - PM,1399.0,1406.0,14.59,209.31,209.31,243.66,1521.0,3493.0,0.0
5027,"352090,00",Ipaussu,SP,"2019,00",[35209011] Prefeitura Municipal de Ipaussu - PMI | [35209040] Prefeitura Municipal de Ipaussu - PMI,4751.0,4751.0,50.0,1100.0,1000.0,0.0,4851.0,13650.0,0.0
5028,"352100,00",Iperó,SP,"2019,00",[35503000] Companhia de Saneamento Básico do Estado de São Paulo - SABESP | [35210040] Prefeitura Municipal de Iperó - PMI,6681.0,7337.0,94.93,1021.36,1021.36,1126.93,7080.0,18646.0,0.0
5029,"352110,00",Ipeúna,SP,"2019,00",[35211011] Prefeitura Municipal de Ipeúna - PMI | [35211040] Prefeitura Municipal de Ipeúna - PMI,2241.0,2241.0,40.55,288.25,288.25,312.25,2351.0,6036.0,0.0
5030,"352115,00",Ipiguá,SP,"2019,00",[35211511] Prefeitura Municipal de Ipiguá - PMI,1601.0,1601.0,29.0,197.7,0.0,197.7,1601.0,3258.0,0.0
5031,"352120,00",Iporanga,SP,"2019,00",[35503000] Companhia de Saneamento Básico do Estado de São Paulo - SABESP | [35212040] Secretaria Municipal de Trusimo e Meio Ambiente - STMA,922.0,922.0,15.62,119.86,119.86,142.8,1057.0,2066.0,0.0
5032,"352130,00",Ipuã,SP,"2019,00",[35213011] Serviço Autônomo de Água e Esgotos - SAAE | [35213040] DEPARTAMENTO DE INFRAESTRUTURA - INFRA,6439.0,6548.0,75.5,1173.89,1173.89,1173.89,6544.0,15538.0,0.0
5033,"352140,00",Iracemápolis,SP,"2019,00",[35214011] Prefeitura Municipal de Iracemápolis - PMI | [35214040] Prefeitura Municipal - PM,8315.0,8459.0,110.0,1000.0,900.0,1000.0,8674.0,23735.0,0.0
5034,"352150,00",Irapuã,SP,"2019,00",[35503000] Companhia de Saneamento Básico do Estado de São Paulo - SABESP | [35215040] Prefeitura do Municpio de Irapuã - PMI,2613.0,2656.0,31.38,388.81,388.81,448.67,2800.0,7049.0,0.0
5035,"352160,00",Irapuru,SP,"2019,00",[35216011] Prefeitura Municipal de Irapuru - PMI | [35216040] Prefeitura Municipal de Irapuru - PMI,2375.0,2375.0,38.61,344.0,275.0,344.0,2750.0,5810.0,0.0
5036,"352170,00",Itaberá,SP,"2019,00",[35503000] Companhia de Saneamento Básico do Estado de São Paulo - SABESP,4507.0,4571.0,35.58,565.38,565.38,703.34,4972.0,11934.0,0.0
5037,"352180,00",Itaí,SP,"2019,00",[35503000] Companhia de Saneamento Básico do Estado de São Paulo - SABESP | [35218040] Secretaria Municipal de Meio Ambiente - SEMMA,7597.0,7676.0,69.31,1012.79,1012.79,1230.09,8367.0,18005.0,0.0
5038,"352190,00",Itajobi,SP,"2019,00",[35219011] Prefeitura Municipal de Itajobi - PMI,6495.0,6496.0,65.65,918.4,918.4,918.4,6666.0,12715.0,0.0
5039,"352200,00",Itaju,SP,"2019,00",[35220011] Prefeitura Municipal de Itaju - PMI | [35220040] PREFEITURA MUNICIPAL - PM,1196.0,1196.0,15.0,175.0,175.0,175.0,1246.0,2600.0,0.0
5040,"352210,00",Itanhaém,SP,"2019,00",[35503000] Companhia de Saneamento Básico do Estado de São Paulo - SABESP | [35221040] Secretaria de Serviços e Urbanização - SESURB,33469.0,37156.0,429.88,4317.58,4317.58,5817.01,35491.0,45969.0,0.0
5041,"352215,00",Itaóca,SP,"2019,00",[35503000] Companhia de Saneamento Básico do Estado de São Paulo - SABESP | [35221540] Secretaria de Obras e Serviços Urbanos - SERM,456.0,463.0,7.68,61.1,61.1,67.99,502.0,1014.0,0.0
5042,"352220,00",Itapecerica da Serra,SP,"2019,00",[35503000] Companhia de Saneamento Básico do Estado de São Paulo - SABESP | [35222040] Secretaria Municipal de Obras e Serviços - SO,23410.0,26734.0,216.48,2532.25,2481.6,4051.23,26230.0,82183.0,0.0
5043,"352230,00",Itapetininga,SP,"2019,00",[35503000] Companhia de Saneamento Básico do Estado de São Paulo - SABESP | [35223040] Secretaria Municipal de Meio Ambiente - SEAMA,51149.0,54799.0,458.86,7287.53,7287.53,8888.68,55998.0,147684.0,0.0
5044,"352240,00",Itapeva,SP,"2019,00",[35503000] Companhia de Saneamento Básico do Estado de São Paulo - SABESP | [35224040] Prefeitura Municipal de Itapeva - PMI,26649.0,28761.0,250.27,3634.7,3547.05,4521.06,29807.0,77250.0,0.0
5045,"352250,00",Itapevi,SP,"2019,00",[35503000] Companhia de Saneamento Básico do Estado de São Paulo - SABESP | [35225040] SECRETARIA DE INFRAESTRUTURA E SERVIÇOS URBANOS - SISU/ PMI,40321.0,52384.0,273.38,4855.79,2668.15,7639.1,45990.0,157956.0,0.0
5046,"352260,00",Itapira,SP,"2019,00",[35226011] Serviço Autônomo de Água e Esgoto - SAAE | [35226040] Secretaria Municipal de Serviços Publicos - SMSP,26516.0,29327.0,315.25,4398.75,4398.75,4398.75,27482.0,68938.0,0.0
5047,"352265,00",Itapirapuã Paulista,SP,"2019,00",[35503000] Companhia de Saneamento Básico do Estado de São Paulo - SABESP | [35226540] PREFEITURA MUNICIPAL DE ITAPIRAPUÃ PAULISTA - PM,632.0,645.0,8.08,80.55,80.55,94.63,684.0,1552.0,0.0
5048,"352270,00",Itápolis,SP,"2019,00",[35227011] Serviço Autônomo de Água e Esgoto de Itápolis - SAAEI | [35227040] Município de Itápolis - PM ITÁPOLIS,16686.0,16686.0,230.0,2884.0,2884.0,2060.0,17628.0,38623.0,0.0
5049,"352280,00",Itaporanga,SP,"2019,00",[35503000] Companhia de Saneamento Básico do Estado de São Paulo - SABESP,4316.0,4395.0,48.91,559.63,559.63,675.74,4786.0,10715.0,0.0
5050,"352290,00",Itapuí,SP,"2019,00",[35229011] Prefeitura Municipal de Itapuí - PMI | [35229040] PREFEITURA MUNICIPAL DE ITAPUI - PMI,4220.0,4220.0,32.0,750.0,0.0,750.0,4412.0,13134.0,0.0
5051,"352300,00",Itapura,SP,"2019,00",[35230011] Departamento Municipal de Água e Esgoto - DEMAE | [35230040] SECRETARIA MUNICIPAL DE SERVIÇOS PÚBLICOS - SMSP,500.0,,8.0,125.0,125.0,110.0,1000.0,3400.0,0.0
5052,"352310,00",Itaquaquecetuba,SP,"2019,00",[35503000] Companhia de Saneamento Básico do Estado de São Paulo - SABESP | [35231040] SECRETARIA MUNICIPAL DE SERVIÇOS URBANOS - SEMSUR,65552.0,84825.0,469.45,8047.96,1319.71,12420.72,74377.0,260736.0,0.0
5053,"352320,00",Itararé,SP,"2019,00",[35503000] Companhia de Saneamento Básico do Estado de São Paulo - SABESP | [35232040] Prefeitura de Itararé - PI,15516.0,15886.0,140.58,2013.83,2013.83,2459.82,17907.0,41819.0,0.0
5054,"352330,00",Itariri,SP,"2019,00",[35503000] Companhia de Saneamento Básico do Estado de São Paulo - SABESP | [35233040] Prefeitura Municipal de Itariri - pmi,2358.0,2434.0,27.14,327.88,327.88,407.76,2705.0,4807.0,0.0
5055,"352340,00",Itatiba,SP,"2019,00",[35503000] Companhia de Saneamento Básico do Estado de São Paulo - SABESP | [35234040] Prefeitura do Município de Itatiba - PMI,29364.0,36365.0,159.07,5156.62,5156.62,6860.69,31849.0,100816.0,0.0
5056,"352350,00",Itatinga,SP,"2019,00",[35503000] Companhia de Saneamento Básico do Estado de São Paulo - SABESP | [35235040] Prefeitura Municipal de Itatinga - PMI,5890.0,5952.0,56.99,832.59,832.59,988.38,6428.0,17204.0,0.0
5057,"352360,00",Itirapina,SP,"2019,00",[35236011] Prefeitura Municipal de Itirapina - PMI | [35236040] prefeitura municipal de Itirapina - pmi,4096.0,4096.0,50.81,1475.6,1475.6,1652.95,4337.0,14396.0,0.0
5058,"352370,00",Itirapuã,SP,"2019,00",[35503000] Companhia de Saneamento Básico do Estado de São Paulo - SABESP | [35237040] Prefeitura Municipal de Itirapua - PMITI,1894.0,1902.0,19.03,284.87,284.87,332.3,2067.0,5417.0,0.0
5059,"352380,00",Itobi,SP,"2019,00",[35503000] Companhia de Saneamento Básico do Estado de São Paulo - SABESP | [35238040] Fiscalização - Fiscalização,2634.0,2638.0,21.62,375.59,375.59,453.02,2806.0,7014.0,0.0
5060,"352390,00",Itu,SP,"2019,00",[35239012] Companhia Ituana de Saneamento - CIS | [35239040] SECRETARIA MUNICIPAL DE MEIO AMBIENTE - SMMA,53081.0,53081.0,597.24,8453.71,8453.71,10166.18,56641.0,161763.0,0.0
5061,"352400,00",Itupeva,SP,"2019,00",[35503000] Companhia de Saneamento Básico do Estado de São Paulo - SABESP | [35240040] SECRETARIA MUNICIPAL DE MOBILIDADE URBANA E MEIO AMBIENTE - SMMUMA,15214.0,16912.0,36.43,2345.15,2345.15,3210.83,16320.0,43334.0,0.0
5062,"352410,00",Ituverava,SP,"2019,00",[35241011] Serviço Autônomo de Água e Esgoto - SAAE | [35241040] Prefeitura Municipal de Ituverava - PMI,15151.0,15151.0,339.0,3800.0,3800.0,3800.0,17087.0,39376.0,0.0
5063,"352420,00",Jaborandi,SP,"2019,00",[35503000] Companhia de Saneamento Básico do Estado de São Paulo - SABESP | [35242040] PREFEITURA MUNICIPAL DE JABORANDI - PMJ,2347.0,2391.0,22.94,343.76,343.76,411.4,2570.0,6045.0,0.0
5064,"352430,00",Jaboticabal,SP,"2019,00",[35243011] Serviço Autônomo Água e Esgoto de Jaboticabal - SAAEJ | [35243040] SERVIÇO AUTONOMO DE ÁGUA E ESGOTO DE JABOTICABAL - SAAEJ,31098.0,31511.0,250.91,6739.0,5241.25,5847.73,32236.0,72005.0,0.0
5065,"352440,00",Jacareí,SP,"2019,00",[35244011] Serviço Autônomo de Água e Esgoto de Jacareí - SAAE | [35244040] SECRETARIA DO MEIO AMBIENTE - SMA,73634.0,89617.0,620.16,10480.06,8189.75,12109.57,73721.0,230435.0,0.0
5066,"352450,00",Jaci,SP,"2019,00",[35245011] Prefeitura Municipal de Jaci - PMJ | [35245040] PREFEITURA MUNICIPAL DE JACI - PM,2651.0,2651.0,40.0,380.96,380.96,380.96,2721.0,6085.0,0.0
5067,"352460,00",Jacupiranga,SP,"2019,00",[35503000] Companhia de Saneamento Básico do Estado de São Paulo - SABESP | [35246040] Departamento de Obras e Serviços Municipais - Obras,4233.0,4239.0,54.89,631.03,604.29,714.94,4712.0,9727.0,0.0
5068,"352470,00",Jaguariúna,SP,"2019,00",[35247011] Prefeitura Municipal de Jáguariúna - PMJ | [35247040] Prefeitura do Municipio de Jaguariuna - PMJ,18691.0,19082.0,207.0,3690.37,3101.98,3528.18,18909.0,54722.0,0.0
5069,"352480,00",Jales,SP,"2019,00","[35503000] Companhia de Saneamento Básico do Estado de São Paulo - SABESP | [35248040] Secretaria Municipal de Obras, Serviços Públicos e Habitação - SMOSPH",21339.0,21714.0,266.66,3331.4,3331.4,3815.72,23188.0,46210.0,0.0
5070,"352490,00",Jambeiro,SP,"2019,00",[35503000] Companhia de Saneamento Básico do Estado de São Paulo - SABESP | [35249040] Prefeitura Municipal de Jambeiro - PMJ,1223.0,1223.0,15.42,181.66,181.66,209.18,1317.0,3161.0,0.0
5071,"352500,00",Jandira,SP,"2019,00",[35503000] Companhia de Saneamento Básico do Estado de São Paulo - SABESP | [35250040] SECRETARIA MUNICIPAL DO MEIO AMBIENTE - SMMA,25686.0,33080.0,157.87,3222.86,1468.92,5010.4,29121.0,98223.0,0.0
5072,"352510,00",Jardinópolis,SP,"2019,00",[35251011] Prefeitura Municipal de Jardinópolis - PMJ | [35251040] Secretaria de Obras e Serviços Públicos - SEOPS,15484.0,,200.0,5898.0,0.0,1571.0,16391.0,42589.0,0.0
5073,"352520,00",Jarinu,SP,"2019,00",[35503000] Companhia de Saneamento Básico do Estado de São Paulo - SABESP | [35252040] Secretaria Municipal de Serviços Públicos - SMSP,3194.0,3328.0,34.97,442.69,442.69,527.02,3461.0,6854.0,0.0
5074,"352530,00",Jaú,SP,"2019,00",[35253012] Águas de Jahu S. A. - CAJA,56420.0,58476.0,736.7,10125.2,433.0,10615.56,56657.0,145554.0,12753863.39
5075,"352540,00",Jeriquara,SP,"2019,00",[35503000] Companhia de Saneamento Básico do Estado de São Paulo - SABESP | [35254040] Prefeitura Municipal - PM,1288.0,1298.0,17.44,195.2,195.2,221.56,1453.0,2605.0,0.0
5076,"352550,00",Joanópolis,SP,"2019,00",[35503000] Companhia de Saneamento Básico do Estado de São Paulo - SABESP | [35255040] Secretaria de Infraestrutura - STS,3881.0,4033.0,38.88,405.41,401.87,629.26,4136.0,8451.0,0.0
5077,"352560,00",João Ramalho,SP,"2019,00",[35256011] Prefeitura Municipal de João Ramalho - PMJR | [35256040] Prefeitura Municipal de João Ramalho - PMJR,1389.0,1389.0,30.0,227.94,227.94,227.94,1617.0,3838.0,0.0
5078,"352570,00",José Bonifácio,SP,"2019,00",[35257011] Setor de Água e Esgoto - SAE,14675.0,14923.0,301.0,2951.0,2951.0,1918.0,14717.0,32910.0,0.0
5080,"352585,00",Jumirim,SP,"2019,00",[35258511] Prefeitura Municipal de Jumirim - PMJ | [35258540] Prefeitura Municipal - PM,645.0,700.0,12.0,100.0,100.0,95.0,700.0,1878.0,0.0
5081,"352590,00",Jundiaí,SP,"2019,00",[35259011] DAE S/A - Água e Esgoto - DAE Jundiaí | [35259040] Unidade de Gestão de Infraestrutura e Serviços Públicos - UGISP - PMJ,105671.0,178182.0,998.74,36079.34,37156.75,39909.87,110594.0,398942.0,0.0
5082,"352600,00",Junqueirópolis,SP,"2019,00",[35260011] Prefeitura Municipal de Junqueirópolis - PMJ | [35260040] Prefeitura Municipal Junqueirópolis - PM,7376.0,7376.0,170.0,1913.0,1913.0,981.0,9786.0,17005.0,0.0
5083,"352610,00",Juquiá,SP,"2019,00",[35503000] Companhia de Saneamento Básico do Estado de São Paulo - SABESP | [35261040] Prefeitura Municipal de Juquiá - PMJ,3917.0,3938.0,42.8,534.02,521.6,625.47,4593.0,9771.0,0.0
5084,"352620,00",Juquitiba,SP,"2019,00",[35503000] Companhia de Saneamento Básico do Estado de São Paulo - SABESP,2202.0,2240.0,30.41,341.36,341.36,374.35,2464.0,4578.0,0.0
5085,"352630,00",Lagoinha,SP,"2019,00",[35503000] Companhia de Saneamento Básico do Estado de São Paulo - SABESP | [35263040] Prefeitura Municipal de Lagoinha - SP,1497.0,1499.0,14.65,167.75,167.75,221.28,1614.0,3136.0,0.0
5086,"352640,00",Laranjal Paulista,SP,"2019,00",[35503000] Companhia de Saneamento Básico do Estado de São Paulo - SABESP,9334.0,9679.0,99.57,1446.33,1446.33,1672.88,10081.0,24712.0,0.0
5087,"352650,00",Lavínia,SP,"2019,00",[35265011] Prefeitura Municipal de Lavínia - PML | [35265040] Prefeitura Municipal - PML,1887.0,1887.0,18.0,533.24,533.24,533.24,2150.0,5590.0,0.0
5088,"352660,00",Lavrinhas,SP,"2019,00",[35503000] Companhia de Saneamento Básico do Estado de São Paulo - SABESP | [35266040] Prefeitura Municipal de Lavrinhas - PML,1590.0,1600.0,15.5,232.54,232.54,268.26,1728.0,4723.0,0.0
5089,"352670,00",Leme,SP,"2019,00",[35267011] Superintendência de Água e Esgotos da Cidade de Leme - SAECIL,37181.0,38291.0,440.0,5972.85,5972.85,6959.28,40579.0,101257.0,0.0
5090,"352680,00",Lençóis Paulista,SP,"2019,00",[35268011] Serviço Autônomo de Água e Esgotos de Lençóis Paulista - SAAE | [35268040] Secretaria de Agricultura e Meio Ambiente - SAMA,24081.0,25549.0,277.97,7200.01,7145.78,4378.44,25571.0,66898.0,0.0
5091,"352690,00",Limeira,SP,"2019,00",[35269011] BRK Ambiental - Limeira S.A. - BRKL | [35269040] Secretaria de Obras e Serviços Públicos - SOSP,100962.0,122644.0,1048.88,16932.0,16932.0,22026.0,104275.0,296979.0,0.0
5092,"352700,00",Lindóia,SP,"2019,00",[35270011] Prefeitura Municipal de Lindóia - PML | [35270040] Prefeitura Municipal da Estância Hidromineral de Lindóia - PML,2331.0,,20.79,310.0,0.0,290.0,2585.0,5349.0,0.0
5093,"352710,00",Lins,SP,"2019,00",[35503000] Companhia de Saneamento Básico do Estado de São Paulo - SABESP | [35271040] Gerência de Limpeza Pública - GLP,30817.0,32288.0,214.04,5173.17,5173.17,6382.06,34332.0,77101.0,0.0
5094,"352720,00",Lorena,SP,"2019,00",[35503000] Companhia de Saneamento Básico do Estado de São Paulo - SABESP | [35272040] Prefeitura Municipal de Lorena - PML,30984.0,32211.0,208.09,4479.42,4479.42,5625.71,34497.0,86165.0,0.0
5095,"352725,00",Lourdes,SP,"2019,00",[35503000] Companhia de Saneamento Básico do Estado de São Paulo - SABESP | [35272540] PREFEITURA MUNICIPAL DE LOURDES - PM,737.0,749.0,12.65,112.65,112.65,128.37,821.0,1876.0,0.0
5096,"352730,00",Louveira,SP,"2019,00",[35273011] Prefeitura Municipal de Louveira - PML | [35273040] Prefeitura Municipal de Louveira - PML,11172.0,11866.0,185.0,2302.14,2302.14,2592.9,11545.0,41531.0,0.0
5097,"352740,00",Lucélia,SP,"2019,00",[35503000] Companhia de Saneamento Básico do Estado de São Paulo - SABESP | [35274040] Prefeitura Municipal de Lucélia - PML,7364.0,7404.0,94.07,1092.35,1092.35,1263.24,8223.0,18834.0,0.0
5098,"352750,00",Lucianópolis,SP,"2019,00",[35503000] Companhia de Saneamento Básico do Estado de São Paulo - SABESP | [35275040] Prefeitura Municipal de Lucianópolis - PML,774.0,781.0,7.34,114.98,114.98,135.29,802.0,1895.0,0.0
5099,"352760,00",Luís Antônio,SP,"2019,00",[35276011] Prefeitura Municipal de Luís Antônio - PMLA | [35276040] Secretaria Municipal de Agricultura e  Meio Ambiente - SMA,4185.0,4185.0,76.5,1641.6,1641.6,1641.6,4185.0,12900.0,0.0
5100,"352770,00",Luiziânia,SP,"2019,00",[35503000] Companhia de Saneamento Básico do Estado de São Paulo - SABESP | [35277040] Prefeitura Municipal de Luiziânia - PML,1786.0,1808.0,19.71,253.33,253.33,295.12,1956.0,4925.0,0.0
5101,"352780,00",Lupércio,SP,"2019,00",[35503000] Companhia de Saneamento Básico do Estado de São Paulo - SABESP | [35278040] Prefeitura Municipal - PML,1468.0,1482.0,19.59,192.15,192.15,227.96,1631.0,4070.0,0.0
5102,"352790,00",Lutécia,SP,"2019,00",[35503000] Companhia de Saneamento Básico do Estado de São Paulo - SABESP,1004.0,1014.0,14.45,149.88,149.88,173.66,1098.0,2106.0,0.0
5103,"352800,00",Macatuba,SP,"2019,00",[35280011] Prefeitura Municipal de Macatuba - SISAM | [35280040] PREFEITURA MUNICIPAL DE MACATUBA - PMM,5806.0,6004.0,80.0,767.0,767.0,878.0,5889.0,16603.0,0.0
5104,"352810,00",Macaubal,SP,"2019,00",[35281011] Prefeitura Municipal de Macaubal - PMM | [35281040] PREFEITURA MUNICIPAL DE MACAUBAL - SP,2973.0,2973.0,70.0,471.24,0.0,471.24,3155.0,7147.0,0.0
5105,"352820,00",Macedônia,SP,"2019,00",[35503000] Companhia de Saneamento Básico do Estado de São Paulo - SABESP | [35282040] PREFEITURA MUNICIPAL DE MACEDÔNIA - PMM,1222.0,1241.0,16.56,173.14,173.14,200.44,1293.0,2803.0,0.0
5106,"352830,00",Magda,SP,"2019,00",[35503000] Companhia de Saneamento Básico do Estado de São Paulo - SABESP | [35283040] Prefeitura Municipal de Magda - PMM,1250.0,1267.0,26.55,179.59,179.59,206.57,1310.0,2588.0,0.0
5107,"352840,00",Mairinque,SP,"2019,00",[35284011] Saneaqua Mairinque S/A - SM | [35284040] Prefeitura Municipal de Mairinque - PMM,11561.0,13840.0,122.02,1724.0,0.0,2076.0,11852.0,37842.0,0.0
5108,"352850,00",Mairiporã,SP,"2019,00",[35503000] Companhia de Saneamento Básico do Estado de São Paulo - SABESP,7182.0,9774.0,74.32,849.97,611.75,1372.79,8221.0,24997.0,0.0
5109,"352860,00",Manduri,SP,"2019,00",[35286011] Superintendência de Água e Esgoto de Manduri - SAEMAN | [35286040] Prefeitura Municipal Manduri - PMM,4134.0,4134.0,63.0,954.0,954.0,954.0,4134.0,8459.0,0.0
5110,"352870,00",Marabá Paulista,SP,"2019,00",[35503000] Companhia de Saneamento Básico do Estado de São Paulo - SABESP | [35287040] Departamento Municipal do Meio Ambiente - DMMA,922.0,922.0,15.13,124.02,124.02,148.93,1014.0,2124.0,0.0
5111,"352880,00",Maracaí,SP,"2019,00",[35503000] Companhia de Saneamento Básico do Estado de São Paulo - SABESP | [35288040] Prefeitura Municipal de Maracai - PMM,4834.0,4882.0,52.03,711.55,711.55,818.35,5400.0,12692.0,0.0
5112,"352885,00",Marapoama,SP,"2019,00",[35288511] Prefeitura Municipal de Marapoama - PMM | [35288540] PREFEITURA MUNICIPAL DE MARAPOAMA - PMM,1500.0,,200.0,200.0,0.0,200.0,1500.0,2436.0,0.0
5113,"352890,00",Mariápolis,SP,"2019,00",[35503000] Companhia de Saneamento Básico do Estado de São Paulo - SABESP | [35289040] Prefeitura Municipal de Mariápolis - PMM,1356.0,1364.0,18.86,202.05,202.05,229.16,1510.0,3272.0,0.0
5114,"352900,00",Marília,SP,"2019,00",[35290011] Departamento de Água e Esgoto de Marília - DAEM | [35290040] Secretaria do Meio Ambiente e de Limpeza Publica - SMALP,86871.0,108350.0,793.17,13881.54,1771.2,13881.54,90313.0,228165.0,0.0
5115,"352910,00",Marinópolis,SP,"2019,00",[35503000] Companhia de Saneamento Básico do Estado de São Paulo - SABESP | [35291040] Prefeitura Municipal de Marinópolis - PM,692.0,694.0,9.39,110.63,110.63,122.56,744.0,1670.0,0.0
5116,"352920,00",Martinópolis,SP,"2019,00",[35292011] Prefeitura Municipal de Martinópolis - DAEM | [35292040] Prefeitura do Município de Martinópolis - PM,10263.0,10361.0,91.53,1376.11,1376.11,739.84,10921.0,22224.0,0.0
5117,"352930,00",Matão,SP,"2019,00",[35293011] Águas de Matão - AM | [35293040] Prefeitura Municipal de Matão - PMM,29803.0,33039.0,379.1,5805.97,5805.97,6413.48,33158.0,81184.0,0.0
5118,"352940,00",Mauá,SP,"2019,00",[35294011] Saneamento Básico do Município de Mauá - SAMA | [35294012] BRK Ambiental - Mauá S.A. - BRK | [35294040] Secretaria de Serviços Urbanos - S.S.U,114651.0,140566.0,613.0,16686.0,13157.28,19766.44,117949.0,439076.0,0.0
5119,"352950,00",Mendonça,SP,"2019,00",[35295011] Prefeitura Municipal de Mendonça - PMM | [35295040] Prefeitura Municipal de Mendonça - PM,2700.0,,28.0,810.61,810.61,0.0,3000.0,4488.0,895.0
5120,"352960,00",Meridiano,SP,"2019,00",[35503000] Companhia de Saneamento Básico do Estado de São Paulo - SABESP | [35296040] Prefeitura Municipal de Meridiano - PM,1542.0,1559.0,22.05,245.26,245.26,269.84,1664.0,2661.0,0.0
